age,workclass,education,education_num,marital_status,occupation,race,sex,capital_gain,capital_loss,hours_per_week,native_country,target_variable,Hours_Norm,CountryGroup,PeopleGroup
35,Private,Assoc-voc,11,Divorced,Exec-managerial,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
33,Private,Bachelors,13,Married-civ-spouse,Other-service,White,Female,0,0,40,,<=50K,0.5064935064935064,,Full_timers
27,Private,Bachelors,13,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
47,Federal-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Black,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
29,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
33,Private,Some-college,10,Married-civ-spouse,Other-service,White,Female,0,0,26,United-States,<=50K,0.3246753246753247,N_America,Part_timers
50,Private,Some-college,10,Divorced,Other-service,White,Female,0,0,15,United-States,<=50K,0.18181818181818182,N_America,Part_timers
32,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,2829,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
41,Self-emp-not-inc,Masters,14,Divorced,Handlers-cleaners,White,Male,0,0,40,Peru,<=50K,0.5064935064935064,Other,Full_timers
45,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,60,United-States,>50K,0.7662337662337663,N_America,Hardworkers
42,State-gov,Some-college,10,Separated,Tech-support,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
33,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Black,Male,0,0,25,United-States,>50K,0.3116883116883117,N_America,Part_timers
32,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,99999,0,60,United-States,>50K,0.7662337662337663,N_America,Hardworkers
42,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
49,Private,Some-college,10,Separated,Exec-managerial,White,Female,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
38,Private,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,52,United-States,<=50K,0.6623376623376623,N_America,Full_timers
24,Private,Some-college,10,Never-married,Machine-op-inspct,White,Male,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
27,Self-emp-not-inc,Some-college,10,Never-married,Sales,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
25,Private,9th,5,Married-spouse-absent,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Vietnam,<=50K,0.5064935064935064,Asia,Full_timers
29,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
46,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,0,70,United-States,<=50K,0.8961038961038961,N_America,Hardworkers
26,Private,Bachelors,13,Never-married,Sales,Asian-Pac-Islander,Female,0,0,40,South,<=50K,0.5064935064935064,Other,Full_timers
46,Local-gov,Assoc-acdm,12,Married-civ-spouse,Protective-serv,White,Male,0,0,49,United-States,>50K,0.6233766233766234,N_America,Full_timers
38,Private,Some-college,10,Separated,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
22,State-gov,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
33,Private,Some-college,10,Divorced,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
50,Private,Assoc-acdm,12,Divorced,Adm-clerical,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
31,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,0,0,41,United-States,>50K,0.5194805194805194,N_America,Full_timers
26,Self-emp-not-inc,Some-college,10,Never-married,Prof-specialty,White,Female,0,0,4,Mexico,<=50K,0.03896103896103896,Other,Relaxies
42,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,38,United-States,<=50K,0.4805194805194805,N_America,Full_timers
27,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
34,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
64,Private,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
43,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
39,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
47,Self-emp-not-inc,Prof-school,15,Never-married,Prof-specialty,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
56,Private,Masters,14,Never-married,Prof-specialty,White,Male,0,0,66,United-States,<=50K,0.8441558441558441,N_America,Hardworkers
25,Local-gov,Masters,14,Never-married,Prof-specialty,White,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
60,State-gov,Bachelors,13,Divorced,Exec-managerial,White,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
52,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,44,United-States,<=50K,0.5584415584415584,N_America,Full_timers
43,Private,HS-grad,9,Divorced,Handlers-cleaners,White,Male,594,0,16,United-States,<=50K,0.19480519480519481,N_America,Part_timers
46,Private,Bachelors,13,Never-married,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,Philippines,<=50K,0.5064935064935064,Asia,Full_timers
19,Private,Some-college,10,Never-married,Adm-clerical,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
56,Private,7th-8th,4,Never-married,Farming-fishing,Black,Female,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
22,Private,Bachelors,13,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
28,Private,11th,7,Never-married,Craft-repair,White,Male,0,0,40,,<=50K,0.5064935064935064,,Full_timers
39,Private,5th-6th,3,Separated,Sales,Black,Female,0,0,30,Puerto-Rico,<=50K,0.37662337662337664,Other,Full_timers
28,Private,Some-college,10,Divorced,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
31,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
22,Private,HS-grad,9,Never-married,Other-service,White,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
39,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,0,0,40,,>50K,0.5064935064935064,,Full_timers
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
28,Self-emp-not-inc,11th,7,Never-married,Craft-repair,White,Male,0,0,40,Mexico,<=50K,0.5064935064935064,Other,Full_timers
31,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,0,0,35,Puerto-Rico,<=50K,0.44155844155844154,Other,Full_timers
50,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
34,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,3908,0,46,United-States,<=50K,0.5844155844155844,N_America,Full_timers
48,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,Germany,>50K,0.5064935064935064,Europe,Full_timers
51,Private,Bachelors,13,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
54,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
44,Private,Assoc-voc,11,Divorced,Transport-moving,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
20,Private,Some-college,10,Never-married,Sales,Black,Female,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
37,Private,HS-grad,9,Married-civ-spouse,Other-service,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
59,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Farming-fishing,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
59,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
51,Private,Some-college,10,Divorced,Craft-repair,White,Male,0,0,48,United-States,>50K,0.6103896103896104,N_America,Full_timers
29,Private,Some-college,10,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
37,Private,Some-college,10,Never-married,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
42,Private,10th,6,Married-civ-spouse,Craft-repair,White,Male,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
28,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
34,Private,HS-grad,9,Never-married,Sales,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
50,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,Italy,>50K,0.5064935064935064,Europe,Full_timers
22,Self-emp-inc,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,0,24,United-States,<=50K,0.2987012987012987,N_America,Part_timers
27,Private,HS-grad,9,Never-married,Other-service,White,Female,0,0,52,United-States,<=50K,0.6623376623376623,N_America,Full_timers
45,State-gov,Prof-school,15,Divorced,Prof-specialty,White,Female,0,0,43,United-States,<=50K,0.5454545454545454,N_America,Full_timers
39,Private,HS-grad,9,Divorced,Adm-clerical,Black,Female,0,0,38,United-States,<=50K,0.4805194805194805,N_America,Full_timers
25,Local-gov,Bachelors,13,Never-married,Prof-specialty,White,Female,0,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
24,Self-emp-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
18,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Female,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
23,Private,12th,8,Never-married,Other-service,Black,Male,0,0,38,United-States,<=50K,0.4805194805194805,N_America,Full_timers
20,Private,5th-6th,3,Never-married,Other-service,White,Male,0,0,40,Mexico,<=50K,0.5064935064935064,Other,Full_timers
17,Self-emp-not-inc,10th,6,Never-married,Other-service,White,Female,0,0,24,United-States,<=50K,0.2987012987012987,N_America,Part_timers
63,Self-emp-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
28,Local-gov,Bachelors,13,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,65,United-States,>50K,0.8311688311688312,N_America,Hardworkers
51,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
29,Private,Bachelors,13,Never-married,Sales,White,Female,3325,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
64,Private,Some-college,10,Widowed,Adm-clerical,White,Female,0,0,12,United-States,<=50K,0.14285714285714285,N_America,Relaxies
17,Private,10th,6,Never-married,Other-service,White,Male,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
45,Local-gov,Some-college,10,Divorced,Adm-clerical,Black,Female,6497,0,35,United-States,<=50K,0.44155844155844154,N_America,Full_timers
18,Private,12th,8,Never-married,Other-service,Black,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
31,Local-gov,HS-grad,9,Never-married,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Self-emp-not-inc,Bachelors,13,Married-spouse-absent,Sales,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
41,Private,Some-college,10,Never-married,Prof-specialty,White,Female,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
27,Private,Assoc-voc,11,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
39,Private,Assoc-voc,11,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
51,Self-emp-not-inc,Some-college,10,Divorced,Craft-repair,White,Male,0,0,8,Puerto-Rico,>50K,0.09090909090909091,Other,Relaxies
49,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
36,Private,Bachelors,13,Married-civ-spouse,Sales,White,Male,0,1902,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
25,Private,HS-grad,9,Never-married,Machine-op-inspct,Black,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
41,Private,Some-college,10,Divorced,Adm-clerical,Black,Female,0,0,37,United-States,<=50K,0.4675324675324675,N_America,Full_timers
31,Private,9th,5,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
63,Private,11th,7,Married-civ-spouse,Protective-serv,White,Male,4386,0,37,United-States,>50K,0.4675324675324675,N_America,Full_timers
50,State-gov,Bachelors,13,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
63,Private,Some-college,10,Divorced,Other-service,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Private,HS-grad,9,Divorced,Transport-moving,White,Male,0,0,65,United-States,<=50K,0.8311688311688312,N_America,Hardworkers
51,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Sales,White,Male,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
18,Private,HS-grad,9,Never-married,Adm-clerical,White,Female,0,0,15,United-States,<=50K,0.18181818181818182,N_America,Part_timers
23,Private,Some-college,10,Never-married,Other-service,White,Male,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
31,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,5013,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
56,Private,Some-college,10,Married-civ-spouse,Farming-fishing,White,Male,0,0,60,United-States,>50K,0.7662337662337663,N_America,Hardworkers
31,Private,7th-8th,4,Divorced,Transport-moving,White,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
46,Private,Some-college,10,Married-civ-spouse,Adm-clerical,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
39,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
56,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Asian-Pac-Islander,Male,0,0,40,China,<=50K,0.5064935064935064,Asia,Full_timers
31,Private,HS-grad,9,Never-married,Exec-managerial,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
42,Self-emp-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,1977,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
53,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,0,0,35,United-States,>50K,0.44155844155844154,N_America,Full_timers
18,Private,11th,7,Never-married,Other-service,White,Female,0,0,15,United-States,<=50K,0.18181818181818182,N_America,Part_timers
27,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,White,Male,0,1848,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
31,Private,Bachelors,13,Never-married,Farming-fishing,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
52,Federal-gov,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,5013,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
46,Private,HS-grad,9,Married-civ-spouse,Other-service,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
30,Private,Some-college,10,Never-married,Other-service,White,Male,0,0,24,United-States,<=50K,0.2987012987012987,N_America,Part_timers
26,Private,Bachelors,13,Never-married,Other-service,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
29,Private,9th,5,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,White,Male,7688,0,55,United-States,>50K,0.7012987012987013,N_America,Hardworkers
24,Private,HS-grad,9,Divorced,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
56,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Exec-managerial,White,Male,0,1887,67,United-States,>50K,0.8571428571428571,N_America,Hardworkers
39,Federal-gov,Bachelors,13,Never-married,Adm-clerical,White,Male,0,1741,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
21,Private,HS-grad,9,Never-married,Transport-moving,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
29,Private,Bachelors,13,Never-married,Exec-managerial,White,Female,0,2258,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
43,Self-emp-not-inc,HS-grad,9,Divorced,Other-service,White,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
23,Private,Bachelors,13,Never-married,Protective-serv,White,Female,2907,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
26,Private,HS-grad,9,Never-married,Exec-managerial,White,Female,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
47,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,0,60,United-States,<=50K,0.7662337662337663,N_America,Hardworkers
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,55,United-States,<=50K,0.7012987012987013,N_America,Hardworkers
45,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
30,Private,HS-grad,9,Never-married,Protective-serv,White,Male,0,0,70,United-States,<=50K,0.8961038961038961,N_America,Hardworkers
35,Private,Some-college,10,Married-civ-spouse,Adm-clerical,White,Female,7688,0,20,United-States,>50K,0.24675324675324675,N_America,Part_timers
33,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
21,Private,HS-grad,9,Never-married,Farming-fishing,White,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
42,Private,HS-grad,9,Married-civ-spouse,Sales,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
48,Federal-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Male,0,0,36,United-States,<=50K,0.45454545454545453,N_America,Full_timers
46,Private,HS-grad,9,Never-married,Craft-repair,White,Female,0,0,48,United-States,<=50K,0.6103896103896104,N_America,Full_timers
36,Private,5th-6th,3,Separated,Machine-op-inspct,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
54,Private,HS-grad,9,Never-married,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
26,Local-gov,HS-grad,9,Divorced,Adm-clerical,White,Female,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
36,Self-emp-inc,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,0,57,United-States,<=50K,0.7272727272727273,N_America,Hardworkers
56,Self-emp-not-inc,Bachelors,13,Never-married,Prof-specialty,White,Male,0,0,20,United-States,<=50K,0.24675324675324675,N_America,Part_timers
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
26,Private,Bachelors,13,Never-married,Prof-specialty,White,Female,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
23,Private,Bachelors,13,Never-married,Other-service,White,Female,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
23,State-gov,Bachelors,13,Never-married,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
41,State-gov,Bachelors,13,Never-married,Adm-clerical,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
55,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
39,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
60,Private,HS-grad,9,Widowed,Sales,White,Female,0,0,50,United-States,<=50K,0.6363636363636364,N_America,Full_timers
54,Private,HS-grad,9,Widowed,Sales,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,Masters,14,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,England,>50K,0.5064935064935064,Europe,Full_timers
47,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Asian-Pac-Islander,Male,3103,0,40,Philippines,>50K,0.5064935064935064,Asia,Full_timers
49,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,42,United-States,>50K,0.5324675324675324,N_America,Full_timers
19,Private,HS-grad,9,Never-married,Sales,White,Female,0,0,24,United-States,<=50K,0.2987012987012987,N_America,Part_timers
20,Private,Some-college,10,Never-married,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
51,Self-emp-not-inc,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,42,United-States,>50K,0.5324675324675324,N_America,Full_timers
19,Private,Some-college,10,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
36,Private,Some-college,10,Divorced,Adm-clerical,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
33,Private,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,0,60,United-States,>50K,0.7662337662337663,N_America,Hardworkers
41,Private,Bachelors,13,Divorced,Sales,White,Male,0,1980,56,United-States,<=50K,0.7142857142857143,N_America,Hardworkers
36,Private,HS-grad,9,Divorced,Exec-managerial,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
30,Private,Prof-school,15,Divorced,Sales,White,Male,0,0,55,United-States,<=50K,0.7012987012987013,N_America,Hardworkers
35,Private,Some-college,10,Divorced,Exec-managerial,White,Male,0,0,40,Mexico,<=50K,0.5064935064935064,Other,Full_timers
46,Private,Masters,14,Married-civ-spouse,Exec-managerial,White,Male,0,0,45,United-States,>50K,0.5714285714285714,N_America,Full_timers
38,Private,HS-grad,9,Never-married,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
24,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
40,Private,Bachelors,13,Married-civ-spouse,Other-service,White,Female,0,0,40,Puerto-Rico,<=50K,0.5064935064935064,Other,Full_timers
49,Private,7th-8th,4,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
19,Private,HS-grad,9,Never-married,Other-service,Black,Male,0,0,30,United-States,<=50K,0.37662337662337664,N_America,Full_timers
46,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,White,Male,0,0,56,United-States,>50K,0.7142857142857143,N_America,Hardworkers
41,Private,Some-college,10,Separated,Craft-repair,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
28,Private,1st-4th,2,Never-married,Farming-fishing,White,Male,0,0,77,Mexico,<=50K,0.987012987012987,Other,Hardworkers
21,Private,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
24,Private,12th,8,Never-married,Farming-fishing,Black,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Black,Male,0,0,45,United-States,<=50K,0.5714285714285714,N_America,Full_timers
23,State-gov,Some-college,10,Never-married,Adm-clerical,White,Male,0,0,25,United-States,<=50K,0.3116883116883117,N_America,Part_timers
38,Federal-gov,HS-grad,9,Married-civ-spouse,Transport-moving,White,Male,0,2051,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
29,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
38,Private,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,50,United-States,>50K,0.6363636363636364,N_America,Full_timers
47,Federal-gov,Bachelors,13,Never-married,Adm-clerical,Black,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
39,Local-gov,Masters,14,Divorced,Prof-specialty,White,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
40,Local-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,White,Male,0,0,48,United-States,<=50K,0.6103896103896104,N_America,Full_timers
32,Private,HS-grad,9,Divorced,Adm-clerical,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
23,Private,HS-grad,9,Never-married,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
44,State-gov,HS-grad,9,Married-civ-spouse,Protective-serv,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
37,Private,Some-college,10,Separated,Other-service,Black,Male,0,0,40,,<=50K,0.5064935064935064,,Full_timers
51,Private,Masters,14,Married-civ-spouse,Protective-serv,White,Male,0,1977,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
57,Self-emp-inc,Some-college,10,Married-civ-spouse,Exec-managerial,White,Male,0,0,40,United-States,<=50K,0.5064935064935064,N_America,Full_timers
36,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,White,Male,0,0,40,United-States,>50K,0.5064935064935064,N_America,Full_timers
